MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20161108,46121,Todd County,SD,52.17,47.83,0.00,0.00,0.00,0.00,2016-11-08,2016-11-14,1
20161101,46121,Todd County,SD,52.17,47.83,0.00,0.00,0.00,0.00,2016-11-01,2016-11-07,1
20161025,46121,Todd County,SD,52.93,47.07,0.00,0.00,0.00,0.00,2016-10-25,2016-10-31,1
20161018,46121,Todd County,SD,67.93,32.07,0.00,0.00,0.00,0.00,2016-10-18,2016-10-24,1
20161011,46121,Todd County,SD,67.93,32.07,0.00,0.00,0.00,0.00,2016-10-11,2016-10-17,1
20161004,46121,Todd County,SD,67.93,32.07,0.00,0.00,0.00,0.00,2016-10-04,2016-10-10,1
20160927,46121,Todd County,SD,67.93,32.07,0.00,0.00,0.00,0.00,2016-09-27,2016-10-03,1
20160920,46121,Todd County,SD,67.93,32.07,0.00,0.00,0.00,0.00,2016-09-20,2016-09-26,1
20160913,46121,Todd County,SD,67.93,32.07,0.00,0.00,0.00,0.00,2016-09-13,2016-09-19,1
20160906,46121,Todd County,SD,47.87,52.13,0.00,0.00,0.00,0.00,2016-09-06,2016-09-12,1
20160830,46121,Todd County,SD,47.87,52.13,0.00,0.00,0.00,0.00,2016-08-30,2016-09-05,1
20160823,46121,Todd County,SD,47.87,52.13,2.66,0.00,0.00,0.00,2016-08-23,2016-08-29,1
20160816,46121,Todd County,SD,47.87,52.13,2.66,0.00,0.00,0.00,2016-08-16,2016-08-22,1
20160809,46121,Todd County,SD,4.50,95.50,2.58,0.00,0.00,0.00,2016-08-09,2016-08-15,1
20160802,46121,Todd County,SD,4.50,95.50,2.58,0.00,0.00,0.00,2016-08-02,2016-08-08,1
20160726,46121,Todd County,SD,0.00,100.00,2.58,0.00,0.00,0.00,2016-07-26,2016-08-01,1
20160719,46121,Todd County,SD,0.00,100.00,2.58,0.00,0.00,0.00,2016-07-19,2016-07-25,1
